id,municipality,state,latitude,longitude
1537,Diamante do Norte,Paraná,-22.655,-52.8617
1538,Diamante do Sul,Paraná,-25.035,-52.6768
1539,Diamantina,Minas Gerais,-18.2413,-43.6031
1540,Diamantino,Mato Grosso,-14.4037,-56.4366
1541,Dianópolis,Tocantins,-11.624,-46.8198
1542,Dilermando de Aguiar,Rio Grande do Sul,-29.7054,-54.2122
1543,Diogo de Vasconcelos,Minas Gerais,-20.4879,-43.1953
1544,Dionísio,Minas Gerais,-19.8433,-42.7701
1545,Dionísio Cerqueira,Santa Catarina,-26.2648,-53.6351
1546,Diorama,Goiás,-16.2329,-51.2543
1547,Dirce Reis,São Paulo,-20.4642,-50.6073
1548,Dirceu Arcoverde,Piauí,-9.33939,-42.4348
1549,Divina Pastora,Sergipe,-10.6782,-37.1506
1550,Divinésia,Minas Gerais,-20.9917,-43.0003
1551,Divino,Minas Gerais,-20.6134,-42.1438
1552,Divino das Laranjeiras,Minas Gerais,-18.7755,-41.4781
1553,Divino de São Lourenço,Espírito Santo,-20.6229,-41.6937
1554,Divinolândia,São Paulo,-21.6637,-46.7361
1555,Divinolândia de Minas,Minas Gerais,-18.8004,-42.6103
1556,Divinópolis,Minas Gerais,-20.1446,-44.8912
1557,Divinópolis de Goiás,Goiás,-13.2853,-46.3999
1558,Divinópolis do Tocantins,Tocantins,-9.80018,-49.2169
1559,Divisa Alegre,Minas Gerais,-15.7221,-41.3463
1560,Divisa Nova,Minas Gerais,-21.5092,-46.1904
1561,Divisópolis,Minas Gerais,-15.7254,-40.9997
1562,Dobrada,São Paulo,-21.5155,-48.3935
1563,Dois Córregos,São Paulo,-22.3673,-48.3819
1564,Dois Irmãos,Rio Grande do Sul,-29.5836,-51.0898
1565,Dois Irmãos das Missões,Rio Grande do Sul,-27.6621,-53.5304
1566,Dois Irmãos do Buriti,Mato Grosso do Sul,-20.6848,-55.2915
1567,Dois Irmãos do Tocantins,Tocantins,-9.25534,-49.0638
1568,Dois Lajeados,Rio Grande do Sul,-28.983,-51.8396
1569,Dois Riachos,Alagoas,-9.38465,-37.0965
1570,Dois Vizinhos,Paraná,-25.7407,-53.057
1571,Dolcinópolis,São Paulo,-20.124,-50.5149
1572,Dom Aquino,Mato Grosso,-15.8099,-54.9223
1573,Dom Basílio,Bahia,-13.7565,-41.7677
1574,Dom Bosco,Minas Gerais,-16.652,-46.2597
1575,Dom Cavati,Minas Gerais,-19.3735,-42.1121
1576,Dom Expedito Lopes,Piauí,-6.95332,-41.6396
1577,Dom Feliciano,Rio Grande do Sul,-30.7004,-52.1026
1578,Dom Inocêncio,Piauí,-9.00516,-41.9697
1579,Dom Joaquim,Minas Gerais,-18.961,-43.2544
1580,Dom Macedo Costa,Bahia,-12.9016,-39.1923
1581,Dom Pedrito,Rio Grande do Sul,-30.9756,-54.6694
1582,Dom Pedro,Maranhão,-5.03518,-44.4409
1583,Dom Pedro de Alcântara,Rio Grande do Sul,-29.3639,-49.853
1584,Dom Silvério,Minas Gerais,-20.1627,-42.9627
1585,Dom Viçoso,Minas Gerais,-22.2511,-45.1643
1586,Domingos Martins,Espírito Santo,-20.3603,-40.6594
1587,Domingos Mourão,Piauí,-4.2495,-41.2683
1588,Dona Emma,Santa Catarina,-26.981,-49.7261
1589,Dona Eusébia,Minas Gerais,-21.319,-42.807
1590,Dona Francisca,Rio Grande do Sul,-29.6195,-53.3617
1591,Dona Inês,Paraíba,-6.61566,-35.6205
1592,Dores de Campos,Minas Gerais,-21.1139,-44.0207
1593,Dores de Guanhães,Minas Gerais,-19.0516,-42.9254
1594,Dores do Indaiá,Minas Gerais,-19.4628,-45.5927
1595,Dores do Rio Preto,Espírito Santo,-20.6931,-41.8405
1596,Dores do Turvo,Minas Gerais,-20.9785,-43.1834
1597,Doresópolis,Minas Gerais,-20.2868,-45.9007
1598,Dormentes,Pernambuco,-8.44116,-40.7662
1599,Douradina,Mato Grosso do Sul,-22.0405,-54.6158
1600,Douradina,Paraná,-23.3807,-53.2918
1601,Dourado,São Paulo,-22.1044,-48.3178
1602,Douradoquara,Minas Gerais,-18.4338,-47.5993
1603,Dourados,Mato Grosso do Sul,-22.2231,-54.812
1604,Doutor Camargo,Paraná,-23.5582,-52.2178
1605,Doutor Maurício Cardoso,Rio Grande do Sul,-27.5103,-54.3577
1606,Doutor Pedrinho,Santa Catarina,-26.7174,-49.4795
1607,Doutor Ricardo,Rio Grande do Sul,-29.084,-51.9972
1608,Doutor Severiano,Rio Grande do Norte,-6.08082,-38.3794
1609,Doutor Ulysses,Paraná,-24.5665,-49.4219
1610,Doverlândia,Goiás,-16.7188,-52.3189
1611,Dracena,São Paulo,-21.4843,-51.535
1612,Duartina,São Paulo,-22.4146,-49.4084
1613,Duas Barras,Rio de Janeiro,-22.0536,-42.5232
1614,Duas Estradas,Paraíba,-6.68499,-35.418
1615,Dueré,Tocantins,-11.3416,-49.2716
1616,Dumont,São Paulo,-21.2324,-47.9756
1617,Duque Bacelar,Maranhão,-4.15002,-42.9477
1618,Duque de Caxias,Rio de Janeiro,-22.7858,-43.3049
1619,Durandé,Minas Gerais,-20.2058,-41.7977
1620,Echaporã,São Paulo,-22.4326,-50.2038
1621,Ecoporanga,Espírito Santo,-18.3702,-40.836
1622,Edealina,Goiás,-17.4239,-49.6644
1623,Edéia,Goiás,-17.3406,-49.9295
1624,Eirunepé,Amazonas,-6.65677,-69.8662
1625,Eldorado,São Paulo,-24.5281,-48.1141
1626,Eldorado,Mato Grosso do Sul,-23.7868,-54.2838
1627,Eldorado do Sul,Rio Grande do Sul,-30.0847,-51.6187
1628,Eldorado do Carajás,Pará,-6.10389,-49.3553
1629,Elesbão Veloso,Piauí,-6.19947,-42.1355
1630,Elias Fausto,São Paulo,-23.0428,-47.3682
1631,Eliseu Martins,Piauí,-8.09629,-43.6705
1632,Elisiário,São Paulo,-21.1678,-49.1146
1633,Elísio Medrado,Bahia,-12.9417,-39.5191
1634,Elói Mendes,Minas Gerais,-21.6088,-45.5691
1635,Emas,Paraíba,-7.09964,-37.7163
1636,Embaúba,São Paulo,-20.9796,-48.8325
1637,Embu das Artes,São Paulo,-23.6437,-46.8579
1638,Embu-Guaçu,São Paulo,-23.8297,-46.8136
1639,Emilianópolis,São Paulo,-21.8314,-51.4832
1640,Encantado,Rio Grande do Sul,-29.2351,-51.8703
1641,Encanto,Rio Grande do Norte,-6.10691,-38.3033
1642,Encruzilhada,Bahia,-15.5302,-40.9124
1643,Encruzilhada do Sul,Rio Grande do Sul,-30.543,-52.5204
1644,Enéas Marques,Paraná,-25.9445,-53.1659
1645,Engenheiro Beltrão,Paraná,-23.797,-52.2659
1646,Engenheiro Caldas,Minas Gerais,-19.2065,-42.0503
1647,Engenheiro Coelho,São Paulo,-22.4836,-47.211
1648,Engenheiro Navarro,Minas Gerais,-17.2831,-43.947
1649,Engenheiro Paulo de Frontin,Rio de Janeiro,-22.5498,-43.6827
1650,Engenho Velho,Rio Grande do Sul,-27.706,-52.9145
1651,Entre Folhas,Minas Gerais,-19.6218,-42.2306
1652,Entre Rios,Santa Catarina,-26.7225,-52.5585
1653,Entre Rios,Bahia,-11.9392,-38.0871
1654,Entre Rios de Minas,Minas Gerais,-20.6706,-44.0654
1655,Entre Rios do Oeste,Paraná,-24.7042,-54.2385
1656,Entre Rios do Sul,Rio Grande do Sul,-27.5298,-52.7347
1657,Entre-Ijuís,Rio Grande do Sul,-28.3686,-54.2686
1658,Envira,Amazonas,-7.43789,-70.0281
1659,Epitaciolândia,Acre,-11.0188,-68.7341
1660,Equador,Rio Grande do Norte,-6.93835,-36.717
1661,Erebango,Rio Grande do Sul,-27.8544,-52.3005
1662,Erechim,Rio Grande do Sul,-27.6364,-52.2697
1663,Ererê,Ceará,-6.02751,-38.3461
1664,Érico Cardoso,Bahia,-13.4215,-42.1352
1665,Ermo,Santa Catarina,-28.9869,-49.643
1666,Ernestina,Rio Grande do Sul,-28.4977,-52.5836
1667,Erval Grande,Rio Grande do Sul,-27.3926,-52.574
1668,Erval Seco,Rio Grande do Sul,-27.5443,-53.5005
1669,Erval Velho,Santa Catarina,-27.2743,-51.443
1670,Ervália,Minas Gerais,-20.8403,-42.6544
1671,Escada,Pernambuco,-8.35672,-35.2241
1672,Esmeralda,Rio Grande do Sul,-28.0518,-51.1933
1673,Esmeraldas,Minas Gerais,-19.764,-44.3065
1674,Espera Feliz,Minas Gerais,-20.6508,-41.9119
1675,Esperança,Paraíba,-7.02278,-35.8597
1676,Esperança do Sul,Rio Grande do Sul,-27.3603,-53.9891
1677,Esperança Nova,Paraná,-23.7238,-53.811
1678,Esperantina,Piauí,-3.88863,-42.2324
1679,Esperantina,Tocantins,-5.36593,-48.5378
1680,Esperantinópolis,Maranhão,-4.87938,-44.6926
1681,Espigão Alto do Iguaçu,Paraná,-25.4216,-52.8348
1682,Espigão D'Oeste,Rondônia,-11.5266,-61.0252
1683,Espinosa,Minas Gerais,-14.9249,-42.809
1684,Espírito Santo,Rio Grande do Norte,-6.33563,-35.3052
1685,Espírito Santo do Dourado,Minas Gerais,-22.0454,-45.9548
1686,Espírito Santo do Pinhal,São Paulo,-22.1909,-46.7477
1687,Espírito Santo do Turvo,São Paulo,-22.6925,-49.4341
1688,Esplanada,Bahia,-11.7942,-37.9432
1689,Espumoso,Rio Grande do Sul,-28.7286,-52.8461
1690,Estação,Rio Grande do Sul,-27.9135,-52.2635
1691,Estância,Sergipe,-11.2659,-37.4484
1692,Estância Velha,Rio Grande do Sul,-29.6535,-51.1843
1693,Esteio,Rio Grande do Sul,-29.852,-51.1841
1694,Estiva,Minas Gerais,-22.4577,-46.0191
1695,Estiva Gerbi,São Paulo,-22.2713,-46.9481
1696,Estreito,Maranhão,-6.56077,-47.4431
1697,Estrela,Rio Grande do Sul,-29.5002,-51.9495
1698,Estrela d'Oeste,São Paulo,-20.2875,-50.4049
1699,Estrela Dalva,Minas Gerais,-21.7412,-42.4574
1700,Estrela de Alagoas,Alagoas,-9.39089,-36.7644
1701,Estrela do Indaiá,Minas Gerais,-19.5169,-45.7859
1702,Estrela do Norte,Goiás,-13.8665,-49.0716
1703,Estrela do Norte,São Paulo,-22.4859,-51.6632
1704,Estrela do Sul,Minas Gerais,-18.7399,-47.6956
1705,Estrela Velha,Rio Grande do Sul,-29.1713,-53.1639
1706,Euclides da Cunha,Bahia,-10.5078,-39.0153
1707,Euclides da Cunha Paulista,São Paulo,-22.5545,-52.5928
1708,Eugênio de Castro,Rio Grande do Sul,-28.5315,-54.1506
1709,Eugenópolis,Minas Gerais,-21.1002,-42.1878
1710,Eunápolis,Bahia,-16.3715,-39.5821
1711,Eusébio,Ceará,-3.8925,-38.4559
1712,Ewbank da Câmara,Minas Gerais,-21.5498,-43.5068
1713,Extrema,Minas Gerais,-22.854,-46.3178
1714,Extremoz,Rio Grande do Norte,-5.70143,-35.3048
1715,Exu,Pernambuco,-7.50364,-39.7238
1716,Fagundes,Paraíba,-7.34454,-35.7931
1717,Fagundes Varela,Rio Grande do Sul,-28.8794,-51.7014
1718,Faina,Goiás,-15.4473,-50.3622
1719,Fama,Minas Gerais,-21.4089,-45.8286
1720,Faria Lemos,Minas Gerais,-20.8097,-42.0213
1721,Farias Brito,Ceará,-6.92146,-39.5651
1722,Faro,Pará,-2.16805,-56.7405
1723,Farol,Paraná,-24.0958,-52.6217
1724,Farroupilha,Rio Grande do Sul,-29.2227,-51.3419
1725,Fartura,São Paulo,-23.3916,-49.5124
1726,Fartura do Piauí,Piauí,-9.48342,-42.7912
1727,Fátima,Bahia,-10.616,-38.2239
1728,Fátima,Tocantins,-10.7603,-48.9076
1729,Fátima do Sul,Mato Grosso do Sul,-22.3789,-54.5131
1730,Faxinal,Paraná,-24.0077,-51.3227
1731,Faxinal do Soturno,Rio Grande do Sul,-29.5788,-53.4484
1732,Faxinal dos Guedes,Santa Catarina,-26.8451,-52.2596
1733,Faxinalzinho,Rio Grande do Sul,-27.4238,-52.6789
1734,Fazenda Nova,Goiás,-16.1834,-50.7781
1735,Fazenda Rio Grande,Paraná,-25.6624,-49.3073
1736,Fazenda Vilanova,Rio Grande do Sul,-29.5885,-51.8217
1737,Feijó,Acre,-8.17054,-70.351
1738,Feira da Mata,Bahia,-14.2044,-44.2744
1739,Feira de Santana,Bahia,-12.2664,-38.9663
1740,Feira Grande,Alagoas,-9.89859,-36.6815
1741,Feira Nova,Sergipe,-10.2616,-37.3147
1742,Feira Nova,Pernambuco,-7.94704,-35.3801
1743,Feira Nova do Maranhão,Maranhão,-6.96508,-46.6786
1744,Felício dos Santos,Minas Gerais,-18.0755,-43.2422
1745,Felipe Guerra,Rio Grande do Norte,-5.59274,-37.6875
1746,Felisburgo,Minas Gerais,-16.6348,-40.7605
1747,Felixlândia,Minas Gerais,-18.7507,-44.9004
1748,Feliz,Rio Grande do Sul,-29.4527,-51.3032
1749,Feliz Deserto,Alagoas,-10.2935,-36.3028
1750,Feliz Natal,Mato Grosso,-12.385,-54.9227
1751,Fênix,Paraná,-23.9135,-51.9805
1752,Fernandes Pinheiro,Paraná,-25.4107,-50.5456
1753,Fernandes Tourinho,Minas Gerais,-19.1541,-42.0803
1754,Fernando de Noronha,Pernambuco,-3.8396,-32.4107
1755,Fernando Falcão,Maranhão,-6.16207,-44.8979
1756,Fernando Pedroza,Rio Grande do Norte,-5.69096,-36.5282
1757,Fernando Prestes,São Paulo,-21.2661,-48.6874
1758,Fernandópolis,São Paulo,-20.2806,-50.2471
1759,Fernão,São Paulo,-22.3607,-49.5187
1760,Ferreira Gomes,Amapá,0.857256,-51.1795
1761,Ferreiros,Pernambuco,-7.44666,-35.2373
1762,Ferros,Minas Gerais,-19.2343,-43.0192
1763,Fervedouro,Minas Gerais,-20.726,-42.279
1764,Figueira,Paraná,-23.8455,-50.4031
1765,Figueirópolis,Tocantins,-12.1312,-49.1748
1766,Filadélfia,Bahia,-10.7405,-40.1437
1767,Filadélfia,Tocantins,-7.33501,-47.4954
1768,Firmino Alves,Bahia,-14.9823,-39.9269
1769,Firminópolis,Goiás,-16.5778,-50.304
1770,Flexeiras,Alagoas,-9.27281,-35.7139
1771,Flor da Serra do Sul,Paraná,-26.2523,-53.3092
1772,Flor do Sertão,Santa Catarina,-26.7811,-53.3505
1773,Flora Rica,São Paulo,-21.6727,-51.3821
1774,Floraí,Paraná,-23.3178,-52.3029
1775,Florânia,Rio Grande do Norte,-6.12264,-36.8226
1776,Floreal,São Paulo,-20.6752,-50.1513
1777,Flores,Pernambuco,-7.85842,-37.9715
1778,Flores da Cunha,Rio Grande do Sul,-29.0261,-51.1875
1779,Flores de Goiás,Goiás,-14.4451,-47.0417
1780,Flores do Piauí,Piauí,-7.78793,-42.918
1781,Floresta,Pernambuco,-8.60307,-38.5687
1782,Floresta,Paraná,-23.6031,-52.0807
1783,Floresta Azul,Bahia,-14.8629,-39.6579
1784,Floresta do Araguaia,Pará,-7.55335,-49.7125
1785,Floresta do Piauí,Piauí,-7.46682,-41.7883
1786,Florestal,Minas Gerais,-19.888,-44.4318
1787,Florestópolis,Paraná,-22.8623,-51.3882
1788,Floriano,Piauí,-6.77182,-43.0241
1789,Floriano Peixoto,Rio Grande do Sul,-27.8614,-52.0838
1790,Florianópolis,Santa Catarina,-27.5945,-48.5477
1791,Flórida,Paraná,-23.0847,-51.9546
1792,Flórida Paulista,São Paulo,-21.6127,-51.1724
1793,Fonte Boa,Amazonas,-2.52342,-66.0942
1794,Fontoura Xavier,Rio Grande do Sul,-28.9817,-52.3445
1795,Formiga,Minas Gerais,-20.4618,-45.4268
1796,Formigueiro,Rio Grande do Sul,-30.0035,-53.4959
1797,Formosa,Goiás,-15.54,-47.337
1798,Formosa da Serra Negra,Maranhão,-6.44017,-46.1916
1799,Formosa do Oeste,Paraná,-24.2951,-53.3114
1800,Formosa do Rio Preto,Bahia,-11.0328,-45.193
1801,Formosa do Sul,Santa Catarina,-26.6453,-52.7946
1802,Formoso,Goiás,-13.6499,-48.8775
1803,Formoso,Minas Gerais,-14.9446,-46.2371
1804,Formoso do Araguaia,Tocantins,-11.7976,-49.5316
1805,Forquetinha,Rio Grande do Sul,-29.3828,-52.0981
1806,Forquilha,Ceará,-3.79945,-40.2634
1807,Forquilhinha,Santa Catarina,-28.7454,-49.4785
1808,Fortaleza,Ceará,-3.71664,-38.5423
1809,Fortaleza de Minas,Minas Gerais,-20.8508,-46.712
1810,Fortaleza do Tabocão,Tocantins,-9.05611,-48.5206
1811,Fortaleza dos Nogueiras,Maranhão,-6.95983,-46.1749
1812,Fortaleza dos Valos,Rio Grande do Sul,-28.7986,-53.2249
1813,Fortim,Ceará,-4.45126,-37.7981
1814,Fortuna,Maranhão,-5.72792,-44.1565
1815,Fortuna de Minas,Minas Gerais,-19.5578,-44.4472
1816,Foz do Iguaçu,Paraná,-25.5427,-54.5827
1817,Foz do Jordão,Paraná,-25.7371,-52.1188
1818,Fraiburgo,Santa Catarina,-27.0233,-50.92
1819,Franca,São Paulo,-20.5352,-47.4039
1820,Francinópolis,Piauí,-6.39334,-42.2591
1821,Francisco Alves,Paraná,-24.0667,-53.8461
1822,Francisco Ayres,Piauí,-6.62606,-42.6881
1823,Francisco Badaró,Minas Gerais,-16.9883,-42.3568
1824,Francisco Beltrão,Paraná,-26.0817,-53.0535
1825,Francisco Dantas,Rio Grande do Norte,-6.07234,-38.1212
1826,Francisco Dumont,Minas Gerais,-17.3107,-44.2317
1827,Francisco Macedo,Piauí,-7.331,-40.788
1828,Francisco Morato,São Paulo,-23.2792,-46.7448
1829,Francisco Sá,Minas Gerais,-16.4827,-43.4896
1830,Francisco Santos,Piauí,-6.99491,-41.1288
1831,Franciscópolis,Minas Gerais,-17.9578,-42.0094
1832,Franco da Rocha,São Paulo,-23.3229,-46.729
1833,Frecheirinha,Ceará,-3.75557,-40.818
1834,Frederico Westphalen,Rio Grande do Sul,-27.3586,-53.3958
1835,Frei Gaspar,Minas Gerais,-18.0709,-41.4325
1836,Frei Inocêncio,Minas Gerais,-18.5556,-41.9121
1837,Frei Lagonegro,Minas Gerais,-18.1751,-42.7617
1838,Frei Martinho,Paraíba,-6.39759,-36.4526
1839,Frei Miguelinho,Pernambuco,-7.93918,-35.9113
1840,Frei Paulo,Sergipe,-10.5513,-37.5279
1841,Frei Rogério,Santa Catarina,-27.175,-50.8076
1842,Fronteira,Minas Gerais,-20.2748,-49.1984
1843,Fronteira dos Vales,Minas Gerais,-16.8898,-40.923
1844,Fronteiras,Piauí,-7.08173,-40.6146
1845,Fruta de Leite,Minas Gerais,-16.1225,-42.5288
1846,Frutal,Minas Gerais,-20.0259,-48.9355
1847,Frutuoso Gomes,Rio Grande do Norte,-6.15669,-37.8375
1848,Fundão,Espírito Santo,-19.937,-40.4078
1849,Funilândia,Minas Gerais,-19.3661,-44.061
1850,Gabriel Monteiro,São Paulo,-21.5294,-50.5573
1851,Gado Bravo,Paraíba,-7.58279,-35.7899
1852,Gália,São Paulo,-22.2918,-49.5504
1853,Galiléia,Minas Gerais,-19.0005,-41.5387
1854,Galinhos,Rio Grande do Norte,-5.0909,-36.2754
1855,Galvão,Santa Catarina,-26.4549,-52.6875
1856,Gameleira,Pernambuco,-8.5798,-35.3846
1857,Gameleiras,Minas Gerais,-15.0829,-43.125
1858,Gandu,Bahia,-13.7441,-39.4747
1859,Garanhuns,Pernambuco,-8.88243,-36.4966
1860,Gararu,Sergipe,-9.9722,-37.0869
1861,Garça,São Paulo,-22.2125,-49.6546
1862,Garibaldi,Rio Grande do Sul,-29.259,-51.5352
1863,Garopaba,Santa Catarina,-28.02748,-48.61916
1864,Garrafão do Norte,Pará,-1.92986,-47.0505
1865,Garruchos,Rio Grande do Sul,-28.1944,-55.6383
1866,Garuva,Santa Catarina,-26.0292,-48.852
1867,Gaspar,Santa Catarina,-26.9336,-48.9534
1868,Gastão Vidigal,São Paulo,-20.7948,-50.1912
1869,Gaúcha do Norte,Mato Grosso,-13.2443,-53.0809
1870,Gaurama,Rio Grande do Sul,-27.5856,-52.0915
1871,Gavião,Bahia,-11.4688,-39.7757
1872,Gavião Peixoto,São Paulo,-21.8367,-48.4957
1873,Geminiano,Piauí,-7.15476,-41.3409
1874,General Câmara,Rio Grande do Sul,-29.9032,-51.7612
1875,General Carneiro,Mato Grosso,-15.7094,-52.7574
1876,General Carneiro,Paraná,-26.425,-51.3172
1877,General Maynard,Sergipe,-10.6835,-36.9838
1878,General Salgado,São Paulo,-20.6485,-50.364
1879,General Sampaio,Ceará,-4.04351,-39.454
1880,Gentil,Rio Grande do Sul,-28.4316,-52.0337
1881,Gentio do Ouro,Bahia,-11.4342,-42.5077
1882,Getulina,São Paulo,-21.7961,-49.9312
1883,Getúlio Vargas,Rio Grande do Sul,-27.8911,-52.2294
1884,Gilbués,Piauí,-9.83001,-45.3423
1885,Girau do Ponciano,Alagoas,-9.88404,-36.8316
1886,Giruá,Rio Grande do Sul,-28.0297,-54.3517
1887,Glaucilândia,Minas Gerais,-16.8481,-43.692
1888,Glicério,São Paulo,-21.3812,-50.2123
1889,Glória,Bahia,-9.34382,-38.2544
1890,Glória de Dourados,Mato Grosso do Sul,-22.4136,-54.2335
1891,Glória do Goitá,Pernambuco,-8.00568,-35.2904
1892,Glorinha,Rio Grande do Sul,-29.8798,-50.7734
1893,Godofredo Viana,Maranhão,-1.40259,-45.7795
1894,Godoy Moreira,Paraná,-24.173,-51.9246
1895,Goiabeira,Minas Gerais,-18.9807,-41.2235
1896,Goiana,Pernambuco,-7.5606,-34.9959
1897,Goianá,Minas Gerais,-21.536,-43.1957
1898,Goianápolis,Goiás,-16.5098,-49.0234
1899,Goiandira,Goiás,-18.1352,-48.0875
1900,Goianésia,Goiás,-15.3118,-49.1162
1901,Goianésia do Pará,Pará,-3.84338,-49.0974
1902,Goiânia,Goiás,-16.6864,-49.2643
1903,Goianinha,Rio Grande do Norte,-6.26486,-35.1943
1904,Goianira,Goiás,-16.4947,-49.427
1905,Goianorte,Tocantins,-8.77413,-48.9313
1906,Goiás,Goiás,-15.9333,-50.14
1907,Goiatins,Tocantins,-7.71478,-47.3252
1908,Goiatuba,Goiás,-18.0105,-49.3658
1909,Goioerê,Paraná,-24.1835,-53.0248
1910,Goioxim,Paraná,-25.1927,-51.9911
1911,Gonçalves,Minas Gerais,-22.6545,-45.8556
1912,Gonçalves Dias,Maranhão,-5.1475,-44.3013
1913,Gongogi,Bahia,-14.3195,-39.469
1914,Gonzaga,Minas Gerais,-18.8196,-42.4769
1915,Gouveia,Minas Gerais,-18.4519,-43.7423
1916,Gouvelândia,Goiás,-18.6238,-50.0805
1917,Governador Archer,Maranhão,-5.02078,-44.2754
1918,Governador Celso Ramos,Santa Catarina,-27.3172,-48.5576
1919,Governador Dix-Sept Rosado,Rio Grande do Norte,-5.44887,-37.5183
1920,Governador Edison Lobão,Maranhão,-5.74973,-47.3646
1921,Governador Eugênio Barros,Maranhão,-5.31897,-44.2469
1922,Governador Jorge Teixeira,Rondônia,-10.61,-62.7371
1923,Governador Luiz Rocha,Maranhão,-5.47835,-44.0774
1924,Governador Mangabeira,Bahia,-12.5994,-39.0412
1925,Governador Newton Bello,Maranhão,-3.43245,-45.6619
1926,Governador Nunes Freire,Maranhão,-2.12899,-45.8777
1927,Governador Valadares,Minas Gerais,-18.8545,-41.9555
1928,Graça,Ceará,-4.04422,-40.749
1929,Graça Aranha,Maranhão,-5.40547,-44.3358
1930,Gracho Cardoso,Sergipe,-10.2252,-37.2006
1931,Grajaú,Maranhão,-5.81367,-46.1462
1932,Gramado,Rio Grande do Sul,-29.3734,-50.8762
1933,Gramado dos Loureiros,Rio Grande do Sul,-27.4429,-52.9149
1934,Gramado Xavier,Rio Grande do Sul,-29.2706,-52.5795
1935,Grandes Rios,Paraná,-24.1466,-51.5094
1936,Granito,Pernambuco,-7.70711,-39.615
1937,Granja,Ceará,-3.12788,-40.8372
1938,Granjeiro,Ceará,-6.88134,-39.2144
1939,Grão Mogol,Minas Gerais,-16.5662,-42.8923
1940,Grão Pará,Santa Catarina,-28.1809,-49.2252
1941,Gravatá,Pernambuco,-8.21118,-35.5675
1942,Gravataí,Rio Grande do Sul,-29.9413,-50.9869
1943,Gravatal,Santa Catarina,-28.3208,-49.0427
1944,Groaíras,Ceará,-3.91787,-40.3852
1945,Grossos,Rio Grande do Norte,-4.98068,-37.1621
1946,Grupiara,Minas Gerais,-18.5003,-47.7318
1947,Guabiju,Rio Grande do Sul,-28.5421,-51.6948
1948,Guabiruba,Santa Catarina,-27.0808,-48.9804
1949,Guaçuí,Espírito Santo,-20.7668,-41.6734
1950,Guadalupe,Piauí,-6.78285,-43.5594
1951,Guaíba,Rio Grande do Sul,-30.1086,-51.3233
1952,Guaiçara,São Paulo,-21.6195,-49.8013
1953,Guaimbê,São Paulo,-21.9091,-49.8986
1954,Guaíra,São Paulo,-20.3196,-48.312
1955,Guaíra,Paraná,-24.085,-54.2573
1956,Guairaçá,Paraná,-22.932,-52.6906
1957,Guaiúba,Ceará,-4.04057,-38.6404
1958,Guajará,Amazonas,-7.53797,-72.5907
1959,Guajará-Mirim,Rondônia,-10.7889,-65.3296
1960,Guajeru,Bahia,-14.5467,-41.9381
1961,Guamaré,Rio Grande do Norte,-5.10619,-36.3222
1962,Guamiranga,Paraná,-25.1912,-50.8021
1963,Guanambi,Bahia,-14.2231,-42.7799
1964,Guanhães,Minas Gerais,-18.7713,-42.9312
1965,Guapé,Minas Gerais,-20.7631,-45.9152
1966,Guapiaçu,São Paulo,-20.7959,-49.2172
1967,Guapiara,São Paulo,-24.1892,-48.5295
1968,Guapimirim,Rio de Janeiro,-22.5347,-42.9895
1969,Guapirama,Paraná,-23.5203,-50.0407
1970,Guapó,Goiás,-16.8297,-49.5345
1971,Guaporé,Rio Grande do Sul,-28.8399,-51.8895
1972,Guaporema,Paraná,-23.3402,-52.7786
1973,Guará,São Paulo,-20.4302,-47.8236
1974,Guarabira,Paraíba,-6.85064,-35.485
1975,Guaraçaí,São Paulo,-21.0292,-51.2119
1976,Guaraci,São Paulo,-20.4977,-48.9391
1977,Guaraci,Paraná,-22.9694,-51.6504
1978,Guaraciaba,Minas Gerais,-20.5716,-43.0094
1979,Guaraciaba,Santa Catarina,-26.6042,-53.5243
1980,Guaraciaba do Norte,Ceará,-4.15814,-40.7476
1981,Guaraciama,Minas Gerais,-17.0142,-43.6675
1982,Guaraí,Tocantins,-8.83543,-48.5114
1983,Guaraíta,Goiás,-15.6121,-50.0265
1984,Guaramiranga,Ceará,-4.26248,-38.932
1985,Guaramirim,Santa Catarina,-26.4688,-49.0026
1986,Guaranésia,Minas Gerais,-21.3009,-46.7964
1987,Guarani,Minas Gerais,-21.3563,-43.0328
1988,Guarani d'Oeste,São Paulo,-20.0746,-50.3411
1989,Guarani das Missões,Rio Grande do Sul,-28.1491,-54.5629
1990,Guarani de Goiás,Goiás,-13.9421,-46.4868
1991,Guaraniaçu,Paraná,-25.0968,-52.8755
1992,Guarantã,São Paulo,-21.8942,-49.5914
1993,Guarantã do Norte,Mato Grosso,-9.96218,-54.9121
1994,Guarapari,Espírito Santo,-20.6772,-40.5093
1995,Guarapuava,Paraná,-25.3902,-51.4623
1996,Guaraqueçaba,Paraná,-25.3071,-48.3204
1997,Guarará,Minas Gerais,-21.7304,-43.0334
1998,Guararapes,São Paulo,-21.2544,-50.6453
1999,Guararema,São Paulo,-23.4112,-46.0369
2000,Guaratinga,Bahia,-16.5833,-39.7847
2001,Guaratinguetá,São Paulo,-22.8075,-45.1938
2002,Guaratuba,Paraná,-25.8817,-48.5752
2003,Guarda-Mor,Minas Gerais,-17.7673,-47.0998
2004,Guareí,São Paulo,-23.3714,-48.1837
2005,Guariba,São Paulo,-21.3594,-48.2316
